x-Position,y-Position,Radius,NANOG,GATA6,Type
-8.389530223381199,-3.242771363646841,0.8242817596923541,3.81303446549812e-76,0.09881073500363843,N-G+
6.88869842802968,3.753627449670153,0.8436927099806444,0.09869232281942288,2.2027407877428933e-94,N+G-
-0.9947385359591862,7.390489189052622,0.7630916502451877,0.09902175536131748,5.503037638560272e-69,N+G-
1.0373076811976958,-4.547706208165796,0.8841739296882447,0.0989428518705759,8.37140266578788e-307,N+G-
2.5977706951810564,-3.9875872337144083,0.9406398119659152,7.947178746121045e-17,0.0988811716190544,N-G+
-4.07296609233634,0.16162584079540945,0.7011242658582418,7.616338148591181e-31,0.09886706229608123,N-G+
0.3651931337345334,-7.807178940401897,0.9218103147565866,4.966752075502259e-56,0.09880100920015024,N-G+
-0.20070752129714145,-1.861933158134892,0.8771669924809034,2.15088674186229e-26,0.09890663988600633,N-G+
3.6129644410585855,0.6524592719033674,0.9107874786593751,0.0988615398069461,1.3013513449338067e-242,N+G-
-0.6057259956173626,2.733664631763252,0.9565278160029588,1.298155256851775e-30,0.0988287849229352,N-G+
-3.1383471529666664,3.8723218681961518,0.7993728073040158,0.09881210444200954,0.0,N+G-
2.1522317871765493,6.195599525418437,0.932492055732294,0.09901791538440027,3.991252545176375e-27,N+G-
-7.285552440488818,-5.84202699478623,0.8496702758357622,1.9710752829570532e-100,0.09890592035634428,N-G+
-6.820049501995702,0.3609033683736392,0.8691344774664768,0.09912861627687276,1.3988215578416327e-188,N+G-
3.4856738125347837,-0.2449802603714581,0.8372516959637655,9.268862843213446e-58,0.0988766804587268,N-G+
3.6944796050553834,-6.787704271536567,0.9348402660996092,8.375461606011516e-34,0.09871657576089132,N-G+
-0.6594106940179069,5.436981720801146,0.8580501754060451,0.09890352497577036,2.1860558786226794e-45,N+G-
3.895881828585456,5.099243411404807,0.9485955526013,1.219248961155311e-64,0.09879749044280686,N-G+
-5.039986098419244,5.8313863809611535,0.9338716495311246,1.0081485834921876e-20,0.09881997913543032,N-G+
-1.1366543502892146,-3.3880658214529933,0.9160257540150294,0.09871001581438753,1.2896233620443704e-157,N+G-
2.0542081829268115,2.580421788404496,0.9094580221034952,0.0988653242455132,2.31604557064e-313,N+G-
-0.09324775191672086,-3.0364548987621363,0.900458142484982,0.09903696465183673,5.1966847015815385e-216,N+G-
8.236207877505564,-1.3338560712442342,0.950204359016937,3.773103756190007e-30,0.098896046004466,N-G+
-1.5848488265879603,7.014351991568017,0.6820188288964453,8.57713696195517e-65,0.09883133167544747,N-G+
-2.6502290335567062,-6.297021380596785,0.7816491517194365,0.09905244467296524,2.2579262247652514e-09,N+G-
-5.707042074193003,-4.898477049948707,0.8421298178878858,0.09908824283728512,1.988435346988894e-124,N+G-
1.6738363232071094,-1.2798823182164456,0.8924904861695501,0.09880922057632947,1.5928947231105473e-39,N+G-
-8.516396023688825,-1.975060717648643,0.9150648947644316,3.265076274736859e-92,0.09880824471525433,N-G+
-3.9463463307100897,5.616309121670544,0.8857161687898784,0.09900959234090394,1.482195515309624e-20,N+G-
-3.221705478395005,-0.05299808454066997,0.9695735341397268,4.7229561157456795e-61,0.09885876046078527,N-G+
6.122719885452481,-1.4365400994450268,0.9700809950252828,0.09895162959826996,2.378595073719246e-23,N+G-
3.401678561387272,-3.749414301679556,0.7360575899484878,0.09895262599592516,8.118286338826149e-51,N+G-
-6.775120869671537,2.9855203748412835,0.9059097110787452,6.901323264569444e-45,0.09878549548507176,N-G+
1.0981357559592246,3.7578379997790714,0.8706391590086902,1.3114805590196589e-11,0.09887467122436518,N-G+
6.036205503297234,4.484991406051579,0.9470245995022264,5.780128931838631e-175,0.0988687379510628,N-G+
-2.62080248237989,-7.983722661223438,0.685538729929615,1.9562508249531555e-50,0.09883403417223384,N-G+
-0.8616030450289142,-4.915005870815969,0.9108178861272992,0.09885309451778784,1.118691913649827e-258,N+G-
5.470618680461612,6.342042959767907,0.9267932233855296,1.0379048862216027e-37,0.09885859544588843,N-G+
5.9059895983189845,3.4225465007848275,0.8118553751699982,0.0989384527638276,1.2110163427990317e-255,N+G-
-1.5462578620879444,0.039557664996553485,0.8304315109592739,0.09884499164798596,7.615055395577878e-229,N+G-
0.7021049289929375,0.38272479439288143,0.8702922175890713,0.09879242998118253,5.471715294838665e-208,N+G-
-2.620751978711603,2.007804609486341,0.9721161457730676,0.0988861851738536,9.52245e-318,N+G-
-3.7552866530703417,-4.68707976106602,0.9414445845835024,0.09900760642081448,6.642749144022174e-240,N+G-
2.706438671611236,8.15442602448865,0.9382487834811576,4.966712857199106e-29,0.09881953339247568,N-G+
5.236934775168864,-2.839598392612185,0.9290960173165356,0.0989407808527289,1.5435187676736643e-120,N+G-
7.938256520928789,1.755550957387782,0.9869190945002492,1.7140489026338663e-42,0.0989662905358712,N-G+
4.795984953844205,-7.145287361564628,0.8976133950681067,2.892268197088076e-138,0.09883476016821408,N-G+
-2.1636734610626847,-3.7819173195911984,0.8526053129750898,0.09878664717995883,5.5785484740278e-37,N+G-
-6.242042962149503,-0.32084665798649203,0.8072518057778078,5.936178890894347e-32,0.09880699484858188,N-G+
1.6833257707156526,-6.7067083307911375,0.8005892646558239,2.0241198944456397e-12,0.09874806995691644,N-G+
-4.822904856106057,-1.2825227193008693,0.9179716809943272,0.0990132889983754,4.837412882148899e-117,N+G-
-1.8451966367103017,5.788910792364787,0.8698911034423227,2.3829888079061735e-17,0.09881184164419504,N-G+
0.15757314382270668,-4.759648457260838,0.8355555996588275,9.832019583737952e-35,0.0989308842448718,N-G+
2.704950679661314,-0.21077480108525265,0.7309738221628597,1.2407753407959842e-37,0.09888219288630154,N-G+
5.493592646665578,-4.462410813452609,0.8468912403671964,1.2014291974996945e-27,0.09880522139800266,N-G+
-4.957191367029127,3.843604850670037,0.8513745249937833,0.0988854394366148,2.8495681772742355e-18,N+G-
1.4653859962929676,0.8229898956986614,0.8755186002001666,5.216961697243053e-13,0.09896720158080473,N-G+
